,headline,is_sarcastic
41799,slight drop in measles vaccinations could triple infections in u.s. kids,0
32738,rick perry mistakenly calls puerto rico a country,0
14778,new distressed jeans feature broken-in cameltoe,1
23998,maxine waters to women's convention: trump is 'most dishonorable and despicable' president ever,0
37303,goth kid builds scary-ass birdhouse,1
25143,three of man's closest relationships with brands,1
31576,u.s. ambassador to un travels to ebola-stricken west africa,0
10745,trump's controversial pick for doj civil rights chief appears headed for confirmation,0
48076,"rupaul on trump: 'pardon me madame, but the emperor has no clothes!'",0
8076,bill & melinda gates foundation announces new $17 billion initiative to eradicate all 3rd-world mac users by 2040,1
54105,"convulsing teen bleeding from eyes, nose thinks he can feel the synthetic weed kicking in",1
34458,magical homeless man turns spare change into vomit,1
34150,woman's face-down halloween dummy gets repeated 911 calls,0
14896,martha raddatz was the mvp of that horrifying debate,0
38064,area stadium inadequate,1
51961,mall santa crying hysterically in photo with toddler,1
31285,obama honors those who made the ultimate sacrifice on memorial day 2015,0
53747,walletless biden found handcuffed to bedpost,1
23003,ashley benson is giving us 'baywatch' vibes in a red swimsuit,0
5030,5 tips for reading the polls like a pro,0
33211,new grill to revive foreman-ali rivalry,1
6151,movie marketed as six different genres,1
22139,bartender going to pretend that last drink was supposed to be served on fire,1
17363,howard students take over building to protest university embezzlement scandal,0
8599,"hundreds of thousands on precipice of losing everything, yet no one seems to care?",0
17948,president trump's loose lips could end his presidency,0
42246,grandmother really starting to get the hang of dying,1
29222,"'the investigation ends now,' growls shadow counsel holding mueller by throat at top of washington monument",1
17990,david letterman would like to depose donald trump and 'put him in a home',0
45296,"straight, gay service members looking forward to asking, telling come september",1
10524,report: 92% of divorced parents get back together if children ask enough times,1
23864,if trump tweeted about actual dangers the way he tweets about refugees,0
22762,new series examines what it means to be gay and hiv positive in 2016,0
18759,here's a preview of what obama will say in the state of the union,0
16364,obama's next chapter: write a new book,0
21152,trump supporters harass immigration protesters in iowa,0
32607,police find adorable little skeleton,1
18089,deputies fatally shoot 6-year-old in his home while firing at suspect,0
8332,what the house gop isn't telling you about their obamacare repeal bill,0
22075,5 signs that you should end your relationship,0
21721,national review writer: ben carson 'more authentically black' than obama,0
38085,peyton manning calls doping allegations 'complete trash',0
34326,bush acquired by martian zoo,1
25085,"cbs, pbs cut ties with charlie rose following sexual misconduct allegations",0
1449,report: music industry made $18 in 2009,1
5973,republican presidential candidates to disclose bundlers for first time since 2008,0
44913,15 popular travel destinations you should avoid in the summer,0
8593,trump is the 'embodiment of everything republicans were trying to exorcise',0
23850,see how well you know the news with huffpost's headline quiz on google home,0
16622,the great escape,0
9862,kansas city-area waiter gets world series ticket as a tip,0
4804,new program provides depressed americans with suicide assistance dogs,1
53325,the secret of ugly sweater day,0
11678,congressional aides withholding sex until budget compromise is reached,1
23234,aspiring legislator keeps sending unsolicited bills to house of representatives,1
32401,an eye-opening look at school playgrounds around the world,0
9001,bill clinton says 'we are all mixed-race',0
14597,bare-handed miracles (pt 1 of 3),0
34396,all quiet except cruz. and did you read about al gore?,0
3335,nation's stomach ulcers predict trump administration will provide opportunities for unlimited growth in 2017,1
33062,maría tomás-keegan's gps guide for lifting yourself up,0
27184,savion glover taps his way out of another speeding ticket,1
22214,"'the time to act is now,' says yellowing climate change report sitting in university archive",1
38440,invisibility cloak may be moving closer to reality,0
48045,is it o.k. to take a gender-non-conforming child to north carolina?,0
45419,romney thanks state he was born and raised in for just barely giving him enough votes to beat total maniac,1
24824,broadway stars 'give a little bit' to say thanks this holiday season,0
30655,man knows unsettling amount about nationwide age-of-consent laws,1
10437,man's obituary accompanied by photo of him dressed as wizard,1
23497,channing tatum and jenna dewan tatum slay on the golden globes red carpet,0
13522,"jack lew nears decision to keep hamilton on front of $10 bill, put a woman on the $20",0
34469,deadly suicide blast hits afghan capital,0
39048,married couple longs for days when they only quietly resented one another,1
49527,woman has few enough friends to consider confiding in sister,1
22648,trail of lawn-mower assassin still fresh,1
20048,men don't have it all,0
12931,voice recognition software yelled at,1
16047,that cheesecake sitting on the table: what if it accidentally fell into your mouth?,1
616,"power plan foes from mars, backers from venus (earth actually)",0
26733,bill clinton shoots down republicans: 'i strongly supported' obamacare,0
10190,hero publicist honored,1
42712,khloe kardashian channels priscilla presley in insta pic,0
27846,saudi operative mortified after surveillance footage reveals he wore same outfit as khashoggi,1
49443,poll finds 78% of americans would vote for liberty bell,1
42435,amber rose takes down trolls who called her 5-year-old son 'gay',0
2037,network pushes the 'dumbing it down' envelope,1
22854,barry jenkins quietly makes history with oscar nomination trifecta,0
50134,'mass mobs' are taking over detroit's catholic churches,0
5439,kidnapping suspect says vaccine's side effects led him to crime,0
32524,logging industry announces that they just can't fucking get enough of logs,1
14408,katie couric winces at word 'vagina',1
14075,tight wisconsin house primary too close to call (update),0
10860,photographer diego saldiva lived a nightmare every parent fears,0
12319,domestic violence still not grounds for divorce in mississippi,0
10615,french foreign ministry calls on french nationals to leave libya,0
45363,movie trailer perfectly captures the horrors of flying coach,0
17580,new video game technology finally allows rendering of smaller breasts,1
1704,"a hi-tech veggie burger so good, it'll convert meat eaters",0
25248,ted cruz: federal reserve is being run by philosopher kings,0
4317,trump casually informs pence he going to make one or two appearances during speech,1
35058,thursday cry moved up to wednesday due to scheduling conflict,1
11301,syrian militias armed by cia are fighting syrian militias armed by pentagon,0
23690,tearful salma hayek at a loss for words over manchester attack,0
35764,man won't stop coming up with new sniglets,1
